Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,,,,,,
TJSC,5.9,,,5,4,5,4,3,4,4,6,3,3,4,3,4,3,4,4,4,4,38,33,71,65.1,71,,TJSC,5.9,,,5,3,4,4,3,3,4,6,3,2,3,3,4,3,4,4,4,4,35,31,66,no,,11,9.1,2.0,4.0,10.0,2.0,0.0
DK,10.9,,,4,4,5,4,3,5,5,4,2,4,5,3,4,3,5,4,4,5,36,37,73,62.1,73,,DK,10.9,,,4,3,4,4,3,4,4,3,2,3,4,3,3,3,5,3,4,4,31,32,63,no,,13,10.2,1.0,8.0,8.0,1.0,0.0
Saugy,10.9,,,4,4,5,4,3,5,5,4,2,4,5,3,4,3,5,4,4,5,36,37,73,62.1,73,,Saugy,10.9,,,4,3,4,4,3,4,4,3,2,3,4,3,3,3,5,3,4,4,31,32,63,no,,13,10.2,1.0,8.0,8.0,1.0,0.0
Elger,3.2,,,4,4,5,3,3,4,4,5,3,4,4,3,4,4,5,4,4,4,35,36,71,67.8,71,,Elger,3.2,,,4,4,4,3,3,3,4,5,3,4,3,3,4,4,5,4,4,4,33,35,68,no,,10.5,8.2,1.0,4.0,11.0,2.0,0.0
Andy,3.2,,,4,4,5,3,3,4,4,5,3,4,4,3,4,4,5,4,4,4,35,36,71,67.8,71,,Andy,3.2,,,4,4,4,3,3,3,4,5,3,4,3,3,4,4,5,4,4,4,33,35,68,no,,10.5,8.2,1.0,4.0,11.0,2.0,0.0
Jensen,4.4,,,3,5,5,3,3,5,4,4,3,3,4,2,4,3,4,4,4,4,35,32,67,62.6,67,,Jensen,4.4,,,3,5,4,3,3,4,4,4,3,2,3,2,4,3,4,4,4,4,33,30,63,no,,12.5,10.4,2.0,6.0,9.0,1.0,0.0
Pace,4.4,,,3,5,5,3,3,5,4,4,3,3,4,2,4,3,4,4,4,4,35,32,67,62.6,67,,Pace,4.4,,,3,5,4,3,3,4,4,4,3,2,3,2,4,3,4,4,4,4,33,30,63,no,,12.5,10.4,2.0,6.0,9.0,1.0,0.0
T-Mo,6.3,,,4,4,4,4,3,4,4,5,3,4,6,3,4,3,5,4,5,4,35,38,73,66.7,73,,T-Mo,6.3,,,4,3,3,4,3,3,4,5,3,3,5,3,4,3,5,4,5,3,32,35,67,no,,10.5,8.8,2.0,3.0,11.0,2.0,0.0
Joe O,6.3,,,4,4,4,4,3,4,4,5,3,4,6,3,4,3,5,4,5,4,35,38,73,66.7,73,,Joe O,6.3,,,4,3,3,4,3,3,4,5,3,3,5,3,4,3,5,4,5,3,32,35,67,no,,10.5,8.8,2.0,3.0,11.0,2.0,0.0
Hile,9.1,,,4,4,5,4,4,4,4,5,3,4,4,4,4,3,4,5,4,5,37,37,74,64.9,74,,Hile,9.1,,,4,3,4,4,4,3,3,4,3,3,3,4,4,3,4,4,4,4,32,33,65,no,,12,9.5,1.0,7.0,8.0,2.0,0.0
Weezy,9.1,,,4,4,5,4,4,4,4,5,3,4,4,4,4,3,4,5,4,5,37,37,74,64.9,74,,Weezy,9.1,,,4,3,4,4,4,3,3,4,3,3,3,4,4,3,4,4,4,4,32,33,65,no,,12,9.5,1.0,7.0,8.0,2.0,0.0
,,$0 ,SK C,,,,,,,,,,,,,,,,,,,,,0,,,,,,$0 ,SK C,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,
,,,SK P,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CTP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round 4,,,The Bear - White,,,,,,,,,,,,,,,,,,,,,71.1,139,,,Round 4,,,The Bear - White,,,,,,,,,,,,,,,,,,,,,71.1,139,,,,,,,,
GROSS,,,Hole,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,OUT,IN,TOTAL,NET,ESC,,NET,,,Hole,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,OUT,IN,TOTAL,CHECK,,,,,,,,
,,$5,Handi,11,3,15,13,1,17,5,7,9,18,4,6,12,16,14,2,8,10,,,,,,,,,$5,Handi,11,3,15,13,1,17,5,7,9,18,4,6,12,16,14,2,8,10,,,,,,Net Pars,Match,,,,,
Player,H,SK G,Par,4,4,5,3,4,5,4,4,3,5,4,4,3,4,5,4,3,4,36,36,72,,,,Player,H,SK N,Par,4,4,5,3,4,5,4,4,3,5,4,4,3,4,5,4,3,4,36,36,72,,,or Better,Royale,Eagles+,Birdies,Pars,Bogies,Doubles+
